,Unnamed: 0,Club,League,Value Aug 1 of Year,Season,cleaned_new_club,longest_word_team
2045,7,NEC Nijmegen,Eredivisie,36750000.0,2024/ 2025,nijmegen,n nijmegen n
2046,8,Sparta Rotterdam,Eredivisie,33250000.0,2024/ 2025,sparta rotterdam,s rotterdam r
2047,9,SC Heerenveen,Eredivisie,38780000.0,2024/ 2025,heerenveen,h heerenveen h
2048,10,Go Ahead Eagles,Eredivisie,24680000.0,2024/ 2025,go ahead eagles,g eagles e
2049,12,Fortuna Sittard,Eredivisie,20280000.0,2024/ 2025,fortuna sittard,f fortuna s
2050,13,Heracles Almelo,Eredivisie,14800000.0,2024/ 2025,heracles almelo,h heracles a
2051,15,Almere City FC,Eredivisie,17250000.0,2024/ 2025,almere city,a almere c
2052,16,PEC Zwolle,Eredivisie,17880000.0,2024/ 2025,zwolle,z zwolle z
2053,17,RKC Waalwijk,Eredivisie,14280000.0,2024/ 2025,waalwijk,w waalwijk w
2054,1,Club Brugge KV,Jupiler Pro League,143750000.0,2024/ 2025,club brugge,c brugge b
2055,2,KRC Genk,Jupiler Pro League,123350000.0,2024/ 2025,genk,g genk g
2056,3,Union Saint-Gilloise,Jupiler Pro League,98900000.0,2024/ 2025,union saintgilloise,u saintgilloise s
2057,4,RSC Anderlecht,Jupiler Pro League,116300000.0,2024/ 2025,anderlecht,a anderlecht a
2058,5,Royal Antwerp FC,Jupiler Pro League,105750000.0,2024/ 2025,royal antwerp,r antwerp a
2059,6,KAA Gent,Jupiler Pro League,75400000.0,2024/ 2025,gent,g gent g
2060,7,Cercle Brugge ,Jupiler Pro League,71250000.0,2024/ 2025,cercle brugge,c cercle b
2061,8,Standard Liège,Jupiler Pro League,63900000.0,2024/ 2025,standard liege,s standard l
2062,9,KVC Westerlo,Jupiler Pro League,41130000.0,2024/ 2025,westerlo,w westerlo w
2063,10,Oud-Heverlee Leuven,Jupiler Pro League,32100000.0,2024/ 2025,oudheverlee leuven,o oudheverlee l
2064,11,R Charleroi SC,Jupiler Pro League,31350000.0,2024/ 2025,r charleroi,r charleroi c
2065,12,Sint-Truidense VV,Jupiler Pro League,36950000.0,2024/ 2025,sinttruidense,s sinttruidense s
2066,13,KV Mechelen,Jupiler Pro League,30750000.0,2024/ 2025,mechelen,m mechelen m
2067,14,KV Kortrijk,Jupiler Pro League,21400000.0,2024/ 2025,kortrijk,k kortrijk k
2068,1,SL Benfica,Liga Portugal,357750000.0,2024/ 2025,benfica,b benfica b
2069,2,Sporting CP,Liga Portugal,364800000.0,2024/ 2025,sporting,s sporting s
2070,3,FC Porto,Liga Portugal,310250000.0,2024/ 2025,porto,p porto p
2071,4,SC Braga,Liga Portugal,139700000.0,2024/ 2025,braga,b braga b
2072,5,Vitória Guimarães SC,Liga Portugal,54150000.0,2024/ 2025,vitoria guimaraes,v guimaraes g
2073,6,FC Famalicão,Liga Portugal,58500000.0,2024/ 2025,famalicao,f famalicao f
2074,7,FC Arouca,Liga Portugal,39500000.0,2024/ 2025,arouca,a arouca a
2075,8,Moreirense FC,Liga Portugal,24400000.0,2024/ 2025,moreirense,m moreirense m
2076,9,Boavista FC,Liga Portugal,26550000.0,2024/ 2025,boavista,b boavista b
2077,10,GD Estoril Praia,Liga Portugal,49700000.0,2024/ 2025,estoril praia,e estoril p
2078,11,Gil Vicente FC,Liga Portugal,30450000.0,2024/ 2025,gil vicente,g vicente v
2079,12,SC Farense,Liga Portugal,19930000.0,2024/ 2025,farense,f farense f
2080,13,Casa Pia AC,Liga Portugal,16780000.0,2024/ 2025,casa pia,c casa p
2081,14,Rio Ave FC,Liga Portugal,22500000.0,2024/ 2025,rio ave,r rio a
2082,16,CF Estrela Amadora SAD,Liga Portugal,15580000.0,2024/ 2025,estrela amadora,e estrela a
2083,1,Real Madrid,La Liga,1120000000.0,2024/ 2025,real madrid,r madrid m
2084,2,FC Barcelona,La Liga,843000000.0,2024/ 2025,barcelona,b barcelona b
2085,3,Real Sociedad,La Liga,469300000.0,2024/ 2025,real sociedad,r sociedad s
2086,4,Atlético de Madrid,La Liga,390100000.0,2024/ 2025,atletico de madrid,a atletico m
2087,5,Athletic Bilbao,La Liga,293100000.0,2024/ 2025,athletic bilbao,a athletic b
2088,6,Valencia CF,La Liga,239550000.0,2024/ 2025,valencia,v valencia v
2089,7,Villarreal CF,La Liga,228600000.0,2024/ 2025,villarreal,v villarreal v
2090,8,Girona FC,La Liga,287100000.0,2024/ 2025,girona,g girona g
2091,9,Sevilla FC,La Liga,194600000.0,2024/ 2025,sevilla,s sevilla s
2092,10,Real Betis Balompié,La Liga,187500000.0,2024/ 2025,real betis balompie,r balompie b
2093,11,CA Osasuna,La Liga,95600000.0,2024/ 2025,osasuna,o osasuna o
2094,12,UD Las Palmas,La Liga,111400000.0,2024/ 2025,las palmas,l palmas p
2095,13,Celta de Vigo,La Liga,119050000.0,2024/ 2025,celta de vigo,c celta v
2096,14,RCD Mallorca,La Liga,85600000.0,2024/ 2025,mallorca,m mallorca m
2097,15,Getafe CF,La Liga,107200000.0,2024/ 2025,getafe,g getafe g
2098,16,Deportivo Alavés,La Liga,113230000.0,2024/ 2025,deportivo alaves,d deportivo a
2099,17,Rayo Vallecano,La Liga,61600000.0,2024/ 2025,rayo vallecano,r vallecano v
2100,1,Inter Milan,Serie A,698400000.0,2024/ 2025,inter milan,i inter m
2101,2,AC Milan,Serie A,577350000.0,2024/ 2025,milan,m milan m
2102,3,Juventus FC,Serie A,525500000.0,2024/ 2025,juventus,j juventus j
2103,4,Atalanta BC,Serie A,444430000.0,2024/ 2025,atalanta,a atalanta a
2104,5,SSC Napoli,Serie A,475930000.0,2024/ 2025,napoli,n napoli n
2105,6,Bologna FC 1909,Serie A,281500000.0,2024/ 2025,bologna,b bologna b
2106,7,AS Roma,Serie A,267300000.0,2024/ 2025,roma,r roma r
2107,8,ACF Fiorentina,Serie A,252780000.0,2024/ 2025,fiorentina,f fiorentina f
2108,9,SS Lazio,Serie A,242800000.0,2024/ 2025,lazio,l lazio l
2109,10,Torino FC,Serie A,181000000.0,2024/ 2025,torino,t torino t
2110,11,Genoa CFC,Serie A,131729999.99999999,2024/ 2025,genoa,g genoa g
2111,12,Udinese Calcio,Serie A,133500000.0,2024/ 2025,udinese calcio,u udinese c
2112,13,US Lecce,Serie A,97980000.0,2024/ 2025,lecce,l lecce l
2113,14,AC Monza,Serie A,112080000.0,2024/ 2025,monza,m monza m
2114,15,Parma Calcio 1913,Serie A,88180000.0,2024/ 2025,parma calcio,p calcio c
2115,16,Cagliari Calcio,Serie A,74580000.0,2024/ 2025,cagliari calcio,c cagliari c
2116,17,Como 1907,Serie A,42680000.0,2024/ 2025,como,c como c
2117,18,Hellas Verona,Serie A,60930000.0,2024/ 2025,hellas verona,h hellas v
2118,19,Venezia FC,Serie A,43800000.0,2024/ 2025,venezia,v venezia v
2119,20,FC Empoli,Serie A,42110000.0,2024/ 2025,empoli,e empoli e
2120,1,Bayern Munich,Bundesliga,914250000.0,2024/ 2025,bayern munich,b bayern m
2121,2,Bayer 04 Leverkusen,Bundesliga,626850000.0,2024/ 2025,bayer  leverkusen,b leverkusen l
2122,3,RB Leipzig,Bundesliga,436930000.0,2024/ 2025,leipzig,l leipzig l
2123,4,Borussia Dortmund,Bundesliga,427400000.0,2024/ 2025,borussia dortmund,b borussia d
2124,5,VfB Stuttgart,Bundesliga,259649999.99999997,2024/ 2025,vfb stuttgart,v stuttgart s
2125,6,Eintracht Frankfurt,Bundesliga,226050000.0,2024/ 2025,eintracht frankfurt,e eintracht f
2126,7,VfL Wolfsburg,Bundesliga,209850000.0,2024/ 2025,vfl wolfsburg,v wolfsburg w
2127,8,SC Freiburg,Bundesliga,179650000.0,2024/ 2025,freiburg,f freiburg f
2128,9,Borussia Mönchengladbach,Bundesliga,152450000.0,2024/ 2025,borussia monchengladbach,b monchengladbach m
2129,10,TSG 1899 Hoffenheim,Bundesliga,148600000.0,2024/ 2025,hoffenheim,h hoffenheim h
2130,11,FC Augsburg,Bundesliga,115500000.0,2024/ 2025,augsburg,a augsburg a
2131,12,1.FC Union Berlin,Bundesliga,135580000.0,2024/ 2025,union berlin,u berlin b
2132,13,SV Werder Bremen,Bundesliga,119950000.0,2024/ 2025,werder bremen,w werder b
2133,14,1.FSV Mainz 05,Bundesliga,117030000.0,2024/ 2025,mainz,m mainz m
2134,15,1.FC Heidenheim 1846,Bundesliga,54630000.0,2024/ 2025,heidenheim,h heidenheim h
2135,16,VfL Bochum,Bundesliga,57380000.0,2024/ 2025,vfl bochum,v bochum b
2136,17,FC St. Pauli,Bundesliga,35000000.0,2024/ 2025,st pauli,s pauli p
2137,18,Holstein Kiel,Bundesliga,30650000.0,2024/ 2025,holstein kiel,h holstein k
2138,1,Paris Saint-Germain,Ligue 1,1140000000.0,2024/ 2025,paris saintgermain,p saintgermain s
2139,2,AS Monaco,Ligue 1,375200000.0,2024/ 2025,monaco,m monaco m
2140,3,LOSC Lille,Ligue 1,298700000.0,2024/ 2025,lille,l lille l
2141,4,OGC Nice,Ligue 1,254600000.0,2024/ 2025,nice,n nice n
2142,5,Stade Rennais FC,Ligue 1,284850000.0,2024/ 2025,stade rennais,s rennais r
2143,6,Olympique Lyon,Ligue 1,172800000.0,2024/ 2025,olympique lyon,o olympique l
2144,7,Olympique Marseille,Ligue 1,234800000.0,2024/ 2025,olympique marseille,o olympique m
2145,8,RC Lens,Ligue 1,203050000.0,2024/ 2025,lens,l lens l
2146,9,Stade Reims,Ligue 1,119100000.0,2024/ 2025,stade reims,s stade r
2147,10,FC Toulouse,Ligue 1,132699999.99999999,2024/ 2025,toulouse,t toulouse t
2148,11,RC Strasbourg Alsace,Ligue 1,105250000.0,2024/ 2025,strasbourg alsace,s strasbourg a
2149,12,Montpellier HSC,Ligue 1,99400000.0,2024/ 2025,montpellier,m montpellier m
2150,13,FC Nantes,Ligue 1,77500000.0,2024/ 2025,nantes,n nantes n
2151,14,Stade Brestois 29,Ligue 1,96400000.0,2024/ 2025,stade brestois,s brestois b
2152,15,Le Havre AC,Ligue 1,65250000.0,2024/ 2025,le havre,l havre h
2153,16,AJ Auxerre,Ligue 1,29300000.0,2024/ 2025,auxerre,a auxerre a
2154,17,AS Saint-Étienne,Ligue 1,30250000.0,2024/ 2025,saintetienne,s saintetienne s
2155,18,Angers SCO,Ligue 1,25250000.0,2024/ 2025,angers,a angers a
2156,1,Red Bull Salzburg,Austria Bundesliga,228100000.0,2024/ 2025,red bull salzburg,r salzburg s
2157,2,SK Sturm Graz,Austria Bundesliga,61230000.0,2024/ 2025,sturm graz,s sturm g
2158,3,LASK,Austria Bundesliga,36900000.0,2024/ 2025,,
2159,4,Rapid Vienna,Austria Bundesliga,31880000.0,2024/ 2025,rapid vienna,r vienna v
2160,5,Austria Vienna,Austria Bundesliga,20100000.0,2024/ 2025,austria vienna,a austria v
2161,6,Wolfsberger AC,Austria Bundesliga,15850000.0,2024/ 2025,wolfsberger,w wolfsberger w
2162,7,TSV Hartberg,Austria Bundesliga,12630000.0,2024/ 2025,hartberg,h hartberg h
2163,8,SCR Altach,Austria Bundesliga,9100000.0,2024/ 2025,altach,a altach a
2164,9,FC Blau-Weiss Linz,Austria Bundesliga,8230000.0,2024/ 2025,blauweiss linz,b blauweiss l
2165,10,SK Austria Klagenfurt,Austria Bundesliga,9900000.0,2024/ 2025,austria klagenfurt,a klagenfurt k
2166,11,WSG Tirol,Austria Bundesliga,7100000.0,2024/ 2025,tirol,t tirol t
2167,12,Grazer AK 1902,Austria Bundesliga,5980000.0,2024/ 2025,grazer,g grazer g
2168,1,FC Copenhagen,Denmark Superliga,85180000.0,2024/ 2025,copenhagen,c copenhagen c
2169,2,FC Midtjylland,Denmark Superliga,58030000.0,2024/ 2025,midtjylland,m midtjylland m
2170,3,Bröndby IF,Denmark Superliga,46780000.0,2024/ 2025,brondby,b brondby b
2171,4,FC Nordsjaelland,Denmark Superliga,54950000.0,2024/ 2025,nordsjaelland,n nordsjaelland n
2172,5,Silkeborg IF,Denmark Superliga,18900000.0,2024/ 2025,silkeborg,s silkeborg s
2173,6,Viborg FF,Denmark Superliga,18250000.0,2024/ 2025,viborg,v viborg v
2174,7,Aarhus GF,Denmark Superliga,13980000.0,2024/ 2025,aarhus,a aarhus a
2175,8,Randers FC,Denmark Superliga,11730000.0,2024/ 2025,randers,r randers r
2176,9,Vejle Boldklub,Denmark Superliga,10830000.0,2024/ 2025,vejle boldklub,v boldklub b
2177,10,Lyngby BK,Denmark Superliga,12230000.0,2024/ 2025,lyngby,l lyngby l
2178,11,Aalborg BK,Denmark Superliga,10530000.0,2024/ 2025,aalborg,a aalborg a
2179,12,Sönderjyske,Denmark Superliga,8430000.0,2024/ 2025,sonderjyske,s sonderjyske s
2180,1,Sociedade Esportiva Palmeiras,Brasil Serie A,256700000.0,2024/ 2025,sociedade esportiva palmeiras,s sociedade p
2181,2,CR Flamengo,Brasil Serie A,185400000.0,2024/ 2025,flamengo,f flamengo f
2182,3,Fluminense Football Club,Brasil Serie A,107450000.0,2024/ 2025,fluminense football club,f fluminense c
2183,4,Sport Club Corinthians Paulista,Brasil Serie A,100000000.0,2024/ 2025,sport club corinthians paulista,s corinthians p
2184,5,Sport Club Internacional,Brasil Serie A,97150000.0,2024/ 2025,sport club internacional,s internacional i
2185,6,São Paulo Futebol Clube,Brasil Serie A,93150000.0,2024/ 2025,sao paulo futebol clube,s futebol c
2186,7,Clube Atlético Mineiro,Brasil Serie A,89050000.0,2024/ 2025,clube atletico mineiro,c atletico m
2187,8,Grêmio Foot-Ball Porto Alegrense,Brasil Serie A,88400000.0,2024/ 2025,gremio football porto alegrense,g alegrense a
2188,9,Cruzeiro Esporte Clube,Brasil Serie A,64849999.99999999,2024/ 2025,cruzeiro esporte clube,c cruzeiro c
2189,10,Botafogo de Futebol e Regatas,Brasil Serie A,80200000.0,2024/ 2025,botafogo de futebol e regatas,b botafogo r
2190,11,Red Bull Bragantino,Brasil Serie A,77700000.0,2024/ 2025,red bull bragantino,r bragantino b
2191,12,Club Athletico Paranaense,Brasil Serie A,74650000.0,2024/ 2025,club athletico paranaense,c paranaense p
2192,13,Esporte Clube Bahia,Brasil Serie A,73000000.0,2024/ 2025,esporte clube bahia,e esporte b
2193,14,Clube de Regatas Vasco da Gama,Brasil Serie A,71600000.0,2024/ 2025,clube de regatas vasco da gama,c regatas g
2194,15,Fortaleza Esporte Clube,Brasil Serie A,43150000.0,2024/ 2025,fortaleza esporte clube,f fortaleza c
2195,16,Cuiabá Esporte Clube (MT),Brasil Serie A,28250000.0,2024/ 2025,cuiaba esporte clube,c esporte c
2196,17,Atlético Clube Goianiense,Brasil Serie A,24500000.0,2024/ 2025,atletico clube goianiense,a goianiense g
2197,18,Esporte Clube Vitória,Brasil Serie A,24380000.0,2024/ 2025,esporte clube vitoria,e esporte v
2198,19,Esporte Clube Juventude,Brasil Serie A,18950000.0,2024/ 2025,esporte clube juventude,e juventude j
2199,20,Criciúma Esporte Clube,Brasil Serie A,15680000.0,2024/ 2025,criciuma esporte clube,c criciuma c
2200,1,Inter Miami CF,MLS,97780000.0,2024/ 2025,inter miami,i inter m
2201,2,Los Angeles Galaxy,MLS,56430000.0,2024/ 2025,los angeles galaxy,l angeles g
2202,3,Atlanta United FC,MLS,63250000.0,2024/ 2025,atlanta united,a atlanta u
2203,4,New York City FC,MLS,51530000.0,2024/ 2025,new york city,n york c
2204,5,Los Angeles FC,MLS,53950000.0,2024/ 2025,los angeles,l angeles a
2205,6,Seattle Sounders FC,MLS,49800000.0,2024/ 2025,seattle sounders,s sounders s
2206,7,Orlando City SC,MLS,48800000.0,2024/ 2025,orlando city,o orlando c
2207,8,Philadelphia Union,MLS,54680000.0,2024/ 2025,philadelphia union,p philadelphia u
2208,9,FC Dallas,MLS,47900000.0,2024/ 2025,dallas,d dallas d
2209,10,Columbus Crew,MLS,50050000.0,2024/ 2025,columbus crew,c columbus c
2210,11,FC Cincinnati,MLS,46480000.0,2024/ 2025,cincinnati,c cincinnati c
2211,12,Portland Timbers,MLS,42150000.0,2024/ 2025,portland timbers,p portland t
2212,13,Chicago Fire FC,MLS,40830000.0,2024/ 2025,chicago fire,c chicago f
2213,14,Real Salt Lake City,MLS,43680000.0,2024/ 2025,real salt lake city,r real c
2214,15,Nashville SC,MLS,40250000.0,2024/ 2025,nashville,n nashville n
2215,16,St. Louis CITY SC,MLS,38990000.0,2024/ 2025,st louis,s louis l
2216,17,New England Revolution,MLS,38600000.0,2024/ 2025,new england revolution,n revolution r
2217,18,New York Red Bulls,MLS,39550000.0,2024/ 2025,new york red bulls,n bulls b
2218,19,Vancouver Whitecaps FC,MLS,36630000.0,2024/ 2025,vancouver whitecaps,v vancouver w
2219,20,Charlotte FC,MLS,36430000.0,2024/ 2025,charlotte,c charlotte c
2220,21,Houston Dynamo FC,MLS,30800000.0,2024/ 2025,houston dynamo,h houston d
2221,22,CF Montréal,MLS,36100000.0,2024/ 2025,montreal,m montreal m
2222,23,San Jose Earthquakes,MLS,34580000.0,2024/ 2025,san jose earthquakes,s earthquakes e
2223,24,Austin FC,MLS,33000000.0,2024/ 2025,austin,a austin a
2224,25,Minnesota United FC,MLS,34380000.0,2024/ 2025,minnesota united,m minnesota u
2225,26,Toronto FC,MLS,29080000.0,2024/ 2025,toronto,t toronto t
2226,27,Colorado Rapids,MLS,26630000.0,2024/ 2025,colorado rapids,c colorado r
2227,28,Sporting Kansas City,MLS,28330000.0,2024/ 2025,sporting kansas city,s sporting c
2228,29,D.C. United,MLS,24030000.0,2024/ 2025,united,u united u
2229,1,CA River Plate,Liga Profesional,117600000.0,2024/ 2025,river plate,r river p
2230,2,CA Boca Juniors,Liga Profesional,86480000.0,2024/ 2025,boca juniors,b juniors j
2231,3,Racing Club,Liga Profesional,56700000.0,2024/ 2025,racing club,r racing c
2232,4,CA San Lorenzo de Almagro,Liga Profesional,54500000.0,2024/ 2025,san lorenzo de almagro,s lorenzo a
2233,5,CA Talleres,Liga Profesional,52580000.0,2024/ 2025,talleres,t talleres t
2234,6,AA Argentinos Juniors,Liga Profesional,40780000.0,2024/ 2025,argentinos juniors,a argentinos j
2235,7,CA Vélez Sarsfield,Liga Profesional,41650000.0,2024/ 2025,velez sarsfield,v sarsfield s
2236,8,Club Atlético Belgrano,Liga Profesional,35650000.0,2024/ 2025,club atletico belgrano,c atletico b
2237,9,CA Rosario Central,Liga Profesional,35150000.0,2024/ 2025,rosario central,r rosario c
2238,10,Club Estudiantes de La Plata,Liga Profesional,52130000.0,2024/ 2025,club estudiantes de la plata,c estudiantes p
2239,11,Defensa y Justicia,Liga Profesional,31500000.0,2024/ 2025,defensa y justicia,d justicia j
2240,12,CA Huracán,Liga Profesional,24750000.0,2024/ 2025,huracan,h huracan h
2241,13,CA Newell's Old Boys,Liga Profesional,31130000.0,2024/ 2025,newells old boys,n newells b
2242,14,Club Atlético Lanús,Liga Profesional,24480000.0,2024/ 2025,club atletico lanus,c atletico l
2243,15,CA Independiente,Liga Profesional,26600000.0,2024/ 2025,independiente,i independiente i
2244,16,CA Banfield,Liga Profesional,24730000.0,2024/ 2025,banfield,b banfield b
2245,17,CD Godoy Cruz Antonio Tomba,Liga Profesional,27350000.0,2024/ 2025,godoy cruz antonio tomba,g antonio t
2246,18,Club Atlético Tucumán,Liga Profesional,21880000.0,2024/ 2025,club atletico tucuman,c atletico t
2247,19,CA Unión (Santa Fe),Liga Profesional,22350000.0,2024/ 2025,union santa fe,u union f
2248,20,Instituto ACC,Liga Profesional,21280000.0,2024/ 2025,instituto,i instituto i
2249,21,Club de Gimnasia y Esgrima La Plata,Liga Profesional,21400000.0,2024/ 2025,club de gimnasia y esgrima la plata,c gimnasia p
2250,22,Club Atlético Platense,Liga Profesional,16350000.000000002,2024/ 2025,club atletico platense,c atletico p
2251,23,CA Barracas Central,Liga Profesional,15100000.0,2024/ 2025,barracas central,b barracas c
2252,24,Club Atlético Tigre,Liga Profesional,14080000.0,2024/ 2025,club atletico tigre,c atletico t
2253,25,CA Sarmiento (Junin),Liga Profesional,11750000.0,2024/ 2025,sarmiento junin,s sarmiento j
2254,26,CS Independiente Rivadavia,Liga Profesional,8450000.0,2024/ 2025,independiente rivadavia,i independiente r
2255,27,CA Central Córdoba (SdE),Liga Profesional,10430000.0,2024/ 2025,central cordoba sde,c central s
2256,28,Club Deportivo Riestra,Liga Profesional,5400000.0,2024/ 2025,club deportivo riestra,c deportivo r
2257,1,Celtic FC,Premiership,127050000.0,2024/ 2025,celtic,c celtic c
2258,2,Rangers FC,Premiership,87950000.0,2024/ 2025,rangers,r rangers r
2259,3,Heart of Midlothian FC,Premiership,19680000.0,2024/ 2025,heart of midlothian,h midlothian m
2260,4,Aberdeen FC,Premiership,15480000.0,2024/ 2025,aberdeen,a aberdeen a
2261,5,Hibernian FC,Premiership,13150000.0,2024/ 2025,hibernian,h hibernian h
2262,6,Kilmarnock FC,Premiership,9380000.0,2024/ 2025,kilmarnock,k kilmarnock k
2263,7,Motherwell FC,Premiership,9530000.0,2024/ 2025,motherwell,m motherwell m
2264,8,Dundee FC,Premiership,6980000.0,2024/ 2025,dundee,d dundee d
2265,9,St. Mirren FC,Premiership,8230000.0,2024/ 2025,st mirren,s mirren m
2266,10,Ross County FC,Premiership,7450000.0,2024/ 2025,ross county,r county c
2267,11,Dundee United FC,Premiership,5680000.0,2024/ 2025,dundee united,d dundee u
2268,12,St. Johnstone FC,Premiership,7650000.0,2024/ 2025,st johnstone,s johnstone j
2269,1,Burnley FC,Championship,231730000.0,2024/ 2025,burnley,b burnley b
2270,2,Leeds United,Championship,279000000.0,2024/ 2025,leeds united,l united u
2271,3,Luton Town,Championship,115650000.0,2024/ 2025,luton town,l luton t
2272,4,Sheffield United,Championship,115000000.0,2024/ 2025,sheffield united,s sheffield u
2273,5,Sunderland AFC,Championship,89100000.0,2024/ 2025,sunderland,s sunderland s
2274,6,Norwich City,Championship,85280000.0,2024/ 2025,norwich city,n norwich c
2275,7,Coventry City,Championship,65280000.0,2024/ 2025,coventry city,c coventry c
2276,8,Hull City,Championship,70030000.0,2024/ 2025,hull city,h hull c
2277,9,Middlesbrough FC,Championship,57850000.0,2024/ 2025,middlesbrough,m middlesbrough m
2278,10,Blackburn Rovers,Championship,49800000.0,2024/ 2025,blackburn rovers,b blackburn r
2279,11,Watford FC,Championship,60500000.0,2024/ 2025,watford,w watford w
2280,12,West Bromwich Albion,Championship,49430000.0,2024/ 2025,west bromwich albion,w bromwich a
2281,13,Bristol City,Championship,43400000.0,2024/ 2025,bristol city,b bristol c
2282,14,Stoke City,Championship,39350000.0,2024/ 2025,stoke city,s stoke c
2283,15,Cardiff City,Championship,42250000.0,2024/ 2025,cardiff city,c cardiff c
2284,16,Preston North End,Championship,35930000.0,2024/ 2025,preston north end,p preston e
2285,17,Swansea City,Championship,44000000.0,2024/ 2025,swansea city,s swansea c
2286,18,Plymouth Argyle,Championship,31500000.0,2024/ 2025,plymouth argyle,p plymouth a
2287,19,Queens Park Rangers,Championship,31650000.0,2024/ 2025,queens park rangers,q rangers r
2288,20,Millwall FC,Championship,27850000.0,2024/ 2025,millwall,m millwall m
2289,21,Sheffield Wednesday,Championship,13130000.0,2024/ 2025,sheffield wednesday,s sheffield w
2290,22,Derby County,Championship,10680000.0,2024/ 2025,derby county,d county c
2291,23,Portsmouth FC,Championship,10900000.0,2024/ 2025,portsmouth,p portsmouth p
2292,24,Oxford United,Championship,7750000.0,2024/ 2025,oxford united,o oxford u
2293,1,US Sassuolo,Serie B,144250000.0,2024/ 2025,sassuolo,s sassuolo s
2294,2,US Salernitana 1919,Serie B,71880000.0,2024/ 2025,salernitana,s salernitana s
2295,3,US Cremonese,Serie B,37000000.0,2024/ 2025,cremonese,c cremonese c
2296,4,Palermo FC,Serie B,37880000.0,2024/ 2025,palermo,p palermo p
